gamgam	blikubli	$k_1=b_1$ is a regular polyhedron [3 dimensional] with sides/surfaces $k_3=b_3$.
gamfuaq	blixra	$p_1$ is a relief/embossment representing/showing $p_2$, made by artist $p_3$, on material $b_2$.
meaqmeaqmeaqmeaq	bloblobloblo	$x_0$: word used to test the efficiency of a lujvo-building computer program. (nullary predicate)
meaqsueqnaotoq	blobonjacta'o	$t_1=d_1=bo_1=bl_2$ is a wakeboard  of material/property $t_2$.
meaqdembeaq	bloca'ega'a	$g_1=c_2=b_3$ is a punting pole made of $g_2$ pushed by $c_2$ in boat $b_1$.
meaqbagabeaq	blocpuga'a	$g_1=l_2=b_3$ is an oar made of $g_2$ pulled by $l_2$ in boat $b_1$.
meaqshaq	blocra	$c_1$ is a prow of boat/ship $c_2=b_1$, boat for carrying $b_2$, propelled by $b_3$.
meaqfeobeaq	blofarga'a	$g_1$ is the tiller made of $g_2$ of boat/ship $f_2=b_1$.
meaqpeo	blogre	$p_1$ ferries through $p_2$ to destination side $p_3$ from origin side $p_4$, carrying $b_2$, propelled by $b_3$.
meaqfa	blokla	$k_1$ goes/sails/navigates (travels by boat) to destination $k_2$ from origin $k_3$ via route $k_4$ using boat $k_5=b_1$.
meaqrıoq	blokle	$x_1$ are a class of boats defined by property $x_2$
meaqcıao	bloklu	$k_1$ is the maritime culture of nation/ethos $k_2$.
meaqrıoq	blolei	$k_1$ is a ship type/class within ships $b_1=k_2$, with features $k_3$.
meaqfa	bloli'u	$l_1=b_2$ travels by boat via route $l_2$ using boat/ship/vessel $l_3=b_1$ propelled by $b_3$.
meaqgıambeaq	blomuvga'a	$g_1$ is an oar/paddle of boat/ship/vessel $b_1$, of material $g_3$, boat for carrying $b_2$.
meaqpoq	blopre	$p_1$ is a sailor of boat $b_1$ of type/that carries $b_2$.
meaqcaq	blosazri	$s_1$ maneuvers/is a pilot of boat $b_1=s_2$.
meaqsoıche	blosoi	$s_1$ is a marine of military unit $s_2$.
meaqpuılıaq	blosormei	$s_1$ is a fleet (of ships).
meaqjucıtenua	blozeile'a	$l_1=b_2$ is a pirate aboard pirate ship $b_1$, stealing $l_2$, which is wrong according to $z_2$.
sıaırue	bluble	$x_1$ is anemic of type $x_2$ by standard $x_3$.
sıaıhıu	blufle	$f_1$ is blood flow/circulation of vital fluid $f_2=c_1$ of organism $c_2$, flowing in direction to/towards $f_3$ from direction $f_4$.
boerıe	bofsru	$x_1$ is wrapped around $x_2$.
boemuq	bofxa'e	$x_1$ is a hand of $x_2$ in joint fingers shape.
kuoqlohapıo	bogjimro'i	$x_1$ is a quantity of/is made of/contains limestone from location $x_2$.
kuoqloha	bogjinme	$x_1$ is calcium.
kuoqcıe	bogyfi'e	$f_1$ is a bony fish (Osteichthyes) of species $f_2$.
kuoqfuom	bogygreku	$b_1=g_1$ is a skeleton with function $b_2$.
kuoqdıupoq	bogyskepre	$p_1$ is an osteologist practising osteology $s_1$.
kıoqlıem	boijme	$j_1=b_1$ is a pearl/ball-shaped gem from gemstone/material/source $j_3=b_2$.
kıoqrıe	bolbi'i	$x_1$ is the whole region of space which is between inner sphere $x_2$ and outer sphere $x_3$.
kıoqjıo	boldi'u	$d_1$ is a dome/cupola for purpose $d_2$.
kıoqbeaqmuıq	bolga'axa'i	$xa_1=g_1$ is a mace for use against $xa_2$ by $xa_3$, of material $g_2=b_2$.
kıoqmesoqluaq	bolgrijvi	$j_1=g_1$ (team) competes in a  ball game tournament with $j_2$ (team) in contest/competition $j_3$ (event) for gain $j_4$.
kıoqgeoı	bolgu'o	$g_1$ plays bowling/boules.
kıoqkurıtama	boljbatamca	$t_1$ is a cherry tomato of variety/strain $t_2$.
kıoqluaq	bolkei	$k_1$ plays ball with the ball $k_2=b_1$
kıoqnuımme	boltargri	$x_1=g_1$ is a globular cluster showing common property (ka) $x_2=g_2$ due to set $x_3=g_3$ linked by relations $x_4=g_4$
kıoqmuq	bolxa'e	$xa_1=b_1$ is the fist of $xa_2$.
kıoqgıem	bolxadba	$xa_1$ is a hemisphere of sphere $b_1=xa_2$, of material $b_2$, halfness standard $xa_3$.
sueqnaotoq	bonjacta'o	$t_1=d_1=b_1$ is a surfingboard of material/property $t_2$
sueqteınoapeq	bonjarple	$p_1=j_1$ is corrugated cardboard from source $p_2$.
sueqmueı	bonmaksi	$m_1$ is an antenna emitting/receiving wave $b_2=m_2$ with wave-form $b_3$, wave-length $b_4$ and frequency $b_5$.
sueqrem	bonsfe	$x_1$ is uneven surface of object $x_2$
cheoqnhe	botlai	$k_1$ is $k_2$ (quantifier, default: one) bottlefuls in quantity.
saosho	brabi'o	$bi_1=ba_1$ grows in size/becomes big to $bi_2$ under conditions $bi_3$.
saosao'aıpı	brabracrida	$c_1=b_1$ is a giant of mythos/religion $c_2$, huge as compared with standard/norm $b_3$.
saosaosoımeaq	brabrajamblo	$bl_1=ba_1$ is a battleship of type/carrying $bl_2$, propelled by $bl_3$.
saocaı	bracai	$x_1=b_1=c_1$ is huge/enormous/colossal/immense in property $x_2=b_2$ to observer $x_3=b_3=c_3$
saopıusaoro	bracakrespa	$x1=b1=c2=r1$ is a tortoise of species $x2=r2$
saojeq	bradu'i	$d_1$ is of the same size as $d_2$.
saosoımeaq	brajamblo	$bl_1=ba_1$ is a cruiser of type/carrying $bl_2$, propelled by $bl_3$.
saonao	brajau	$x1$ is a big expanse of water, river/sea/lake
saodıatua	brajdikygau	$g_1$ causes $j_1=b_1$ to decrease in property/dimension $b_2$ (ka) by amount $j_3$.
saopuecheıpıu	brajmadegycalku	$c_1$ is the nail of the big toe of body $d_3$.
saoruteıjeq	brajvetaidu'i	$d_1$ is/are congruent/has the same shape and size as $d_2$.
saochıeq	brakruca	$k_1$ amply overlaps with $k_2$ at locus $k_3$, amply as compared with standard/norm $b_3$.
saonhe	bralai	$k_1$ is numerous on a scale of $k_3$.
saodoetoa	brama'o	$c_1$ is a large (more than two syllables) structure word of grammatical class $c_2$ with meaning/function $c_3$
saohuaq	bramau	$z_1$ is bigger than $z_2$ in dimension $b_2$ by margin $z_4$.
saokuoı	brame'a	$m_1$ is smaller/[less big] than $m_2$ in dimension $b_2$ by margin $m_4$.
saokato	bramlatu	$x_1$ is a big cat of Family Felidae of species $x_2$
saosokumnhe	bramuclai	$k_1$ is measured as $k_2=s_1=b_1$ (quantifier) tablespoon(s).
saokero	branimre	$x_1$ is a grapefruit/shaddock/pomelo of variety $x_2$.
saopaqmetoa	brapagjvo	$x_1$ (text) is a lujvo with meaning $x_2$ and arguments $x_3$, and which is constructed from tanru/veljvo $x_4$ such that at least one element of the veljvo is ultimately not a cmavo (including "{zei}", "{ke}"/"{ke'e}", "{bo}", etc.), gismu, or rafsi of such cmavo or gismu.
sao'aomo	braplu	$d_1=b_1$ is a continent in ocean/on planet $d_3$.
saosoq	brarai	$t_1=b_1$ is the biggest among set/range $t_4$ in property/dimension $b_2$ (ka).
saopıo	braro'i	$r_1$ is a boulder/big rock of type/composition $r_2$ from location $r_3$, big as compared with standard/norm $b_3$.
saojaqkepa	bratcesluni	$x_1$  is a Giant onion (Allium giganteum) of variety/breed $x_2$.
saolaqtoaı	brato'a	$t_1$ is a tone high in pitch/frequency from source $t_3$.
saoheq	bravau	$v_1$ is a large container, containing $v_2$, large as compared with standard/norm $b_3$.
saonaomı	braxamsi	$x_1=b_1$ is an ocean on planet $x_2$ (default Earth) of fluid $x_3$.
sao'eku	braxirma	$x_1=b_1$ is a cart/dray/draft horse of breed $x_2$.
saobue	brazda	$x_1$ is a mansion/manor/large house of/for $x_2$, big by standard $x_3$
saojeaqtua	brazengau	$g_1$ causes $z_1=b_1$ to increase in property/dimension $b_2$ (ka) by amount $z_3$.
saobarua	brazgu	$r_1=b_1$ is a rose (Rosa gigantea) of species/strain $r_2$.
buotua	bregau	$g_1$ prepares/readies $b_1$ for $b_2$.
buojuı	brejbi	$j_1=b_1$ is almost ready for $b_2$ (event).
jabıgaı	briga'e	$x_1$ perceives that $x_2$ is the case (inference from perception).
jabıjuna	brije'u	$x_1$ (predicate) is true when applied to argument list $x_2$ (sequence)
jabıjunadua	brije'uju'o	$x_1$ knows what sumti satisfies the predicate $x_2$
jabıcoq	brika'i	$x_1$ is a pro-bridi representing predicate relationship $x_2$ with relation $x_3$ among arguments $x_4$.
jabılojı	brilogji	$l_1$ [rules/methods] is a predicate logic for deducing/concluding/inferring/reasoning to/about $l_2$ (du'u) with predicate relationships $b_1$.
